,english_translation,label
1559,,1
1560,god ,1
1561,and me ,1
1562,me and water ,1
1563,disappear and and and ,0
1564,,1
1565,act ,1
1566,and and ,0
1567,thanks and and since cat ,0
1568,,1
1569,girl ,1
1570,and and and ,0
1571,,1
1572,water else and ,1
1573,less since ,0
1574,,1
1575,since and and water since ,0
1576,,1
1577,,1
1578,and and ,0
1579,god ,1
1580,,1
1581,,1
1582,shape and and and write since ,0
1583,since god and tears water and beside water and and ,0
1584,and beside ,1
1585,,1
1586,since month water was and and visit was and was and and ,0
1587,,1
1588,,1
1589,and us since ensure since ,1
1590,and and since and ,0
1591,prison laughing ,1
1592,since ,0
1593,,1
1594,accept ,1
1595,see beside and still ,1
1596,since ,0
1597,and and ,1
1598,,1
1599,laughing after ,1
1600,was and since was ,0
1601,laughing ,1
1602,thanks ,1
1603,since me ,1
1604,,1
1605,water and ,0
1606,since by cat since harm write and ,0
1607,god god beside beside ,0
1608,,0
1609,me ,1
1610,million ,1
1611,,1
1612,,0
1613,,1
1614,and ,1
1615,,0
1616,and and ,0
1617,and ,0
1618,cat since and and ,0
1619,,1
1620,act and ,1
1621,harm was beside wake up ,0
1622,attend and and and since and ,0
1623,,1
1624,me since this my god this me since laughing ,0
1625,and and and and and ,0
1626,exist and since ,0
1627,laughing following since ,1
1628,and and ,1
1629,whole ,0
1630,,1
1631,god my brother ,1
1632,and brain ,1
1633,and me and since and and ,0
1634,,1
1635,beside tell ,0
1636,since ,1
1637,and and water ,0
1638,cat open and and and ,0
1639,,1
1640,god my brother ,1
1641,foot since ,1
1642,and and and and people and and and ,0
1643,and was water ,0
1644,,1
1645,,1
1646,and and ,0
1647,,1
1648,,1
1649,thanks ,1
1650,beside since ,1
1651,god laughing ,1
1652,,1
1653,,1
1654,since harm below and water water water and water and ,0
1655,,1
1656,and ,1
1657,of water was since breath cat breath type and since breath and copy breath since ,0
1658,,1
1659,god since ,1
1660,situation ,1
1661,reluctant cat ,1
1662,and water prince and water since and since ,0
1663,since foot security since door and ,0
1664,,1
1665,and and water water and ,0
1666,since and support and and ,1
1667,god ,1
1668,,1
1669,beside ,1
1670,still water and and and and ,1
1671,,1
1672,,0
1673,cat since and and since and and cat better since and ,0
1674,,1
1675,,1
1676,,0
1677,bring my god ,1
1678,,1
1679,,1
1680,and ,0
1681,,1
1682,and ,1
1683,why why ,1
1684,and ,1
1685,laughing ,1
1686,,0
1687,beside cat ,1
1688,god and and ,0
1689,laughing ,1
1690,water and and ,0
1691,after accept below bone and and since and ,0
1692,,1
1693,,1
1694,,1
1695,else since and and and since and and and and and since ,0
1696,support since and ,0
1697,my god ,1
1698,breath else ,0
1699,me and ,0
1700,,1
1701,,1
1702,beside and water accept ,1
1703,water and god god and and water and ,0
1704,since since and ,0
1705,laughing me since laughing ,1
1706,and ,0
1707,breath ,1
1708,beside since security and and water and water and and water ,0
1709,and god ,1
1710,since laughing ,0
1711,smoke and and ,0
1712,,1
1713,clever ,1
1714,,1
1715,water ,1
1716,else rotten ,0
1717,,1
1718,beside and and and whole water clean beside ,0
1719,laughing ,1
1720,since judge ,1
1721,god and ,0
1722,and cat ,0
1723,,1
1724,,1
1725,,1
1726,go out and and and and and and cat outside and ,1
1727,water and ,1
1728,and and cat and and water water can judge and since and since ,0
1729,water and accept since and since and water and and since ,0
1730,,1
1731,laughing ,1
1732,,1
1733,,0
1734,since ,1
1735,and me ,1
1736,accept was and water beside ,0
1737,me since ,1
1738,,1
1739,of ,0
1740,god ,1
1741,swim good swim blood ,1
1742,harm ,1
1743,god ,1
1744,,1
1745,harm was of cat cat god ,0
1746,my god ,0
1747,harm and water and and since and ,0
1748,wind ,1
1749,still and of ,0
1750,,1
1751,,1
1752,and and ,0
1753,since since ,1
1754,,1
1755,beside ,0
1756,and water and and since harm was tunisia and cat better ,0
1757,water news tell beside ,0
1758,since ,1
1759,and and and ,0
1760,day go out ,0
1761,me since people water and cat and god water and smoke ,0
1762,thanks ,1
1763,,1
1764,and sense breath and ,1
1765,,1
1766,and and water and earth ,0
1767,beside ,0
1768,me laughing ,1
1769,since less appear less ,1
1770,god ,1
1771,,1
1772,,0
1773,thanks support ,1
1774,and and and ,0
1775,me cat cat cat harm ,0
1776,,1
1777,since my god ,0
1778,,1
1779,,1
1780,,1
1781,hand and thanks ,1
1782,and since defend and ,0
1783,god ,1
1784,bread since ,0
1785,cat and and ,0
1786,and and spread and and since and since and water since and ,0
1787,water and and here cat and and and and and ,0
1788,and and since and since beside since since and and ,0
1789,this us laughing ,0
1790,this of of this since type since laughing soul mountain cat army army laughing ,0
1791,better laughing ,1
1792,,0
1793,and act ,1
1794,since door and role and and was and ,0
1795,,1
1796,,1
1797,god my brother ,0
1798,and water since die since was since since and dog ,0
1799,,1
1800,god god ,1
1801,thousand country ,1
1802,cat ,1
1803,,1
1804,swim since ,0
1805,since laughing ,0
1806,god ,1
1807,,1
1808,act ,1
1809,,1
1810,and million and and ,0
1811,god mom ,1
1812,laughing here ,1
1813,thanks ,1
1814,since dad soul my god million tunisia ,0
1815,this laughing ,0
1816,,1
1817,laughing since more ,1
1818,laughing ,1
1819,god ,0
1820,god ,1
1821,,1
1822,,1
1823,,1
1824,and me ,1
1825,tell ,0
1826,here ,1
1827,lie and ,1
1828,and this water ,0
1829,,1
1830,water and and ,0
1831,,0
1832,,1
1833,water enter water water proverb and and billion water water and ,0
1834,,1
1835,after harm since ,1
1836,,1
1837,since since ,0
1838,,1
1839,and god ,1
1840,,1
1841,breath breath ,1
1842,and and water ,0
1843,less ,1
1844,people water and and and exist tuesday and ,0
1845,and and water people since ,0
1846,,0
1847,and and ,0
1848,,1
1849,,1
1850,laughing ,1
1851,and beside ,1
1852,of ,1
1853,and know water beside and ,1
1854,and bone and since and ,1
1855,since ,1
1856,god and my god ,1
1857,and and and dog and since and me heart and was security and ,0
1858,god support ,1
1859,since since was go out since ,0
1860,and god and ,0
1861,and ,1
1862,since ,0
1863,,1
1864,laughing ,1
1865,dad ,1
1866,write anger ,1
1867,and a lot ,1
1868,and turnip after accept since foot ,0
1869,,1
1870,and my brother ,1
1871,water and cat ,0
1872,water and and ,0
1873,girl ,1
1874,,1
1875,cat proverb and tunisia tunisia since ,0
1876,,1
1877,,1
1878,,1
1879,cat since foot ,0
1880,and and ,1
1881,,1
1882,and and ,0
1883,bone meat ,0
1884,and ,1
1885,,1
1886,cat laughing ,1
1887,,0
1888,,1
1889,,1
1890,since and was office ,0
1891,,1
1892,,1
1893,,1
1894,water ,0
1895,since breath us a lot ,0
1896,,1
1897,laughing dog since ,0
1898,god and ,1
1899,,0
1900,and and water since and ,0
1901,accept and and bite nearly cat and and ,1
1902,since after god ,1
1903,me since die water and was water and water and god ,0
1904,me pain water ,0
1905,after ,1
1906,thanks ,1
1907,,0
1908,me ,1
1909,and water ,1
1910,and beside and ,1
1911,,1
1912,and since was and and harm accept day and since accept beside was ,0
1913,laughing thanks ,1
1914,,1
1915,and and and and cat a lot since and and ,1
1916,,1
1917,and swim and good ,1
1918,laughing me ,1
1919,,1
1920,,1
1921,and and mean since ,0
1922,laughing laughing ,1
1923,god ,0
1924,and me and was gap and ,1
1925,since ,1
1926,,1
1927,less was was ,0
1928,after support and and support water and and since water kill ,0
1929,observe ,0
1930,,1
1931,laughing ,1
1932,was and appear water since and and and and ,0
1933,god ,1
1934,and and god ,0
1935,and and fear ,0
1936,my god and ,1
1937,and ,1
1938,since beside and and less and ,0
1939,water and and and and reject and ,0
1940,laughing ,1
1941,since god ,0
1942,laughing ,1
1943,,0
1944,me ,1
1945,,1
1946,,1
1947,,1
1948,centre and and ,0
1949,mean god ,0
1950,and water and ,1
1951,,1
1952,stomach ,1
1953,and me ,1
1954,and and judge and less and and ,0
1955,beside ,1
1956,enter since push cat water ,0
1957,since since and since cat and cat ,0
1958,,1
1959,god ,0
1960,below me cat ,0
1961,laughing ,1
1962,god ,0
1963,cat ,1
1964,,1
1965,,1
1966,since and ,1
1967,people beside and ,1
1968,,1
1969,harm water yellow since and less and ,0
1970,my god protect ,1
1971,god ,0
1972,water ,1
1973,,1
1974,,1
1975,,0
1976,after ,0
1977,and water better ,1
1978,beside ,0
1979,,1
1980,smoke and and ,0
1981,and water was god ,0
1982,cat ,0
1983,and me since accept ,0
1984,water security and and ,1
1985,and god ,1
1986,,1
1987,,1
1988,this blood cat ,0
1989,since accept ,0
1990,,0
1991,exist ,0
1992,,1
1993,,1
1994,god ,1
1995,since live collect since since ,0
1996,,1
1997,and me ,1
1998,mule else since mule ,1
1999,laughing ,1
2000,people and ,1
2001,,1
2002,god and ,0
2003,since since since ,0
2004,was ,1
2005,,1
2006,water ,0
2007,thanks god ,1
2008,since and water hear and and ,0
2009,,1
2010,coordination and ,1
2011,,1
2012,,1
2013,,1
2014,beside god ,1
2015,water and since beside ,0
2016,cat and since proverb ,0
2017,laughing ,1
2018,god ,1
2019,,1
2020,,0
2021,and act ,0
2022,and and and ,0
2023,at ,0
2024,harm limit ,0
2025,laughing laughing ,1
2026,,1
2027,since ,1
2028,else me this since ,1
2029,,1
2030,water sky ,1
2031,,1
2032,,0
2033,count cloud and us whole cloud ,0
2034,laughing proverb ,1
2035,and ,1
2036,since and and and water cat ,0
2037,since and and spread and was and and and ,0
2038,dream ,1
2039,,1
2040,since and and and and and and and since and harm ,0
2041,,1
2042,and and ,0
2043,apparent and ,1
2044,,0
2045,water beside ,0
2046,,0
2047,,1
2048,,1
2049,and thousand million back ,0
2050,,0
2051,since ,0
2052,harm go out ,0
2053,god ,1
2054,god ,1
2055,,1
2056,exist act and ,0
2057,was ,0
2058,,1
2059,,1
2060,,1
2061,beside ,1
2062,beside accept and and water water after and ,0
2063,,1
2064,us ,0
2065,apparent by ,1
2066,water ,1
2067,,1
2068,water water since beside foot well-known and and water water ,0
2069,this my god since since laughing ,0
2070,me since was since since ,1
2071,and proverb and and furniture and famous beside ,0
2072,,1
2073,,0
2074,soil ,0
2075,save and since since cat save ,0
2076,thanks ,1
2077,god and water ,0
2078,,1
2079,,0
2080,beside blood since million martyr ,0
2081,since ,1
2082,a lot war ,1
2083,thanks ,1
2084,,1
2085,beside tell water enter ,0
2086,,1
2087,water cat and and and beside well-known ,0
2088,,1
2089,water and and and and and ,0
2090,and since billion and cat rational and ,0
2091,,1
2092,me and a lot and me me and ,0
2093,after water and since was and beside cat since and and ,0
2094,water and ,0
2095,,1
2096,exist dog ,1
2097,my brother since ,0
2098,me ,0
2099,country ,1
2100,,1
2101,,1
2102,,1
2103,thanks ,0
2104,and ,0
2105,tuesday water ,1
2106,laughing ,1
2107,muslim ,0
2108,,1
2109,,1
2110,after ,1
2111,of men ,0
2112,,1
2113,cat support ,1
2114,and ,1
2115,god ,1
2116,mountain ,1
2117,good good ,1
2118,,1
2119,outside was ,0
2120,and god ,1
2121,and ,1
2122,and ,1
2123,since ,1
2124,and ,0
2125,,1
2126,since and and and tunisia accept and and ,0
2127,exist and water muslim neighbor and and water ,0
2128,,1
2129,god since support ,1
2130,since tuesday cat acceptable since ,0
2131,and ,1
2132,and ,0
2133,,1
2134,swim and good ,1
2135,and cat and harm and since and ,0
2136,and else ,1
2137,harm water and water ,0
2138,god laughing ,1
2139,,0
2140,,0
2141,smoke ,1
2142,,1
2143,god and ,0
2144,and me ,1
2145,of ,1
2146,brother ,1
2147,cave sea dates ,0
2148,thanks support ,1
2149,beside beside and water and since here and head and ,0
2150,and and and ,0
2151,,1
2152,laughing water and god and and and water and and beside ,0
2153,,1
2154,god ,0
2155,since ,0
2156,laughing ,1
2157,still and interfere ,1
2158,me cat laughing laughing me ,0
2159,me laughing here ,1
2160,me cat since me since and and and and and god water proverb and ,0
2161,,1
2162,of laughing ,1
2163,by since soil ,0
2164,,1
2165,and beside cat since and ,0
2166,by these ,0
2167,thanks ,1
2168,my brother salutations ,1
2169,god ,1
2170,,0
2171,my god god ,1
2172,since ,0
2173,,1
2174,,1
2175,,1
2176,eat and and ,0
2177,since ,1
2178,,1
2179,,1
2180,better and and and since and day and breath and and ,0
2181,,1
2182,,1
2183,,0
2184,god ,0
2185,country after more ,1
2186,and and and since and and since god and and good and god ,1
2187,since ,1
2188,since and and and and and ,0
2189,and ,1
2190,,1
2191,since ,1
2192,beside and foot and participate and and and since ,0
2193,and and and since god ,0
2194,beside satisfy and and and beside since ,0
2195,,1
2196,laughing ,1
2197,,1
2198,god ,1
2199,beside and ,0
2200,,1
2201,water and else and and water and and and foot and god and and since and ,0
2202,smoke ,0
2203,,1
2204,else earth god and water ,0
2205,since enter less and since water ,0
2206,god act ,1
2207,god ,1
2208,and ,0
2209,muslim and ,0
2210,expose and ,0
2211,water and and and and and and and since ,0
2212,and and cat me tell else ,0
2213,,1
2214,west ,0
2215,since and ,1
2216,,1
2217,and cat cat since neighbor and a lot ,0
2218,cat ,1
2219,beside and and and water cat muslim ,0
2220,water since here god ,0
2221,and since water ,0
2222,my god god ,0
2223,,1
2224,water copy and and and ,0
2225,and and and and and since and cat and and ,0
2226,,0
2227,since essay us ,0
2228,,1
2229,and appear since and and water and since since muslim ,0
2230,,1
2231,since accept ,1
2232,since and ,0
2233,and me and me and since ,0
2234,me ,1
2235,dates ,1
2236,and god ,1
2237,and water cat and water harm and and and and ,0
2238,since since since since ,0
2239,god ,1
2240,else and since good here ,0
2241,and since ,0
2242,since cable cable ,0
2243,,1
2244,since ,1
2245,thanks ,1
2246,,1
2247,,1
2248,,1
2249,else since trees and ,0
2250,act act ,1
2251,,1
2252,,0
2253,since more laughing ,1
2254,and beside cloud my god ,1
2255,and since ,0
2256,god and ,1
2257,and ,0
2258,cat ,1
2259,beside ,1
2260,this this since ,1
2261,beside me since and cat since and and and dates ,0
2262,,1
2263,cat me ,1
2264,god laughing laughing glass this laughing ,1
2265,day ,1
2266,me whole berkane ,1
2267,laughing laughing ,1
2268,smoke and and and and and ,0
2269,laughing bite ,1
2270,exceed ,1
2271,us ,1
2272,since bone water after observe ,0
2273,,1
2274,harm ,0
2275,since ,1
2276,and beside was smoke ,1
2277,,1
2278,me a lot and water ,0
2279,,1
2280,,1
2281,and and and better beside add since ,0
2282,since and and silver laugh and ,0
2283,day head kill judge and drink and and and ,0
2284,participate sense ,1
2285,and cat water cat ,1
2286,water and and spread tell and cat harm since smoke and and ,0
2287,,1
2288,at ,0
2289,beside water beside and and me since qanun and ,0
2290,since and and germany and since and ,0
2291,and and ,1
2292,,0
2293,water water ,1
2294,god ,1
2295,type ,1
2296,swim of ,0
2297,,1
2298,laughing ,1
2299,less was else ,0
2300,of cat ,0
2301,reject cat biased observe and and biased ,1
2302,water water since act and and cat and and and ,0
2303,,1
2304,water and and write and ,0
2305,god since my god since income ,0
2306,,1
2307,beside water and ,0
2308,and and and and water and and water and and cat ,0
2309,,1
2310,water and still disease and ,0
2311,,1
2312,harm ,1
2313,god god ,1
2314,and and and and ,0
2315,,0
2316,,1
2317,,1
2318,since since ,1
2319,judge and since since and and since ,0
2320,my god ,0
2321,and water since effect and since ,0
2322,after and god since beside ,0
2323,my brother swim and good ,1
2324,was and and ,0
2325,since ,1
2326,since after ,0
2327,god ,0
2328,water kill ,0
2329,harm and harm and god ,0
2330,god ,0
2331,well-known ,0
2332,me else since ,0
2333,god ,0
2334,these and and and since since water ,0
2335,support and and and and and after ,0
2336,,1
2337,was smoke ,0
2338,me ,1
2339,exist since and since beside was since since ,0
2340,since was since since since ,0
2341,,0
2342,exist and ,1
2343,,0
2344,water less bare ,0
